icao,iata,name,city,country,latitude,longitude,timezone
MZSJ,SJX,Sartaneja Airport,,Belize,18.355944,-88.130661,
LIQW,QIX,Sarzana Luni Airport,,Italy,44.085606,9.987956,
CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,,Canada,52.17083,-106.698997,
UERS,SYS,Saskylakh Airport,,Russia,71.928757,114.079178,
LRSM,SUJ,Satu Mare International Airport,,Romania,47.70327,22.8857,
KCIU,CIU,Sault Sainte Marie Chippewa County International Airport,,United States,46.25,-84.470001,
KANJ,SSM,Sault Ste Marie Municipal Airport,,United States,46.479164,-84.368279,
CYAM,YAM,Sault Ste. Marie Airport,,Canada,46.485001,-84.509399,
WAPI,SXK,Saumlaki Mathilda Batlayeri Airport,,Indonesia,-7.988139,131.304825,
FNSA,VHC,Saurimo Airport,,Angola,-9.68906,20.43187,
KSAV,SAV,Savannah Hilton Head International Airport,,United States,32.127579,-81.202103,
KSVN,SVN,Savannah Hunter Army Airfield,,United States,32.009991,-81.145554,
VLSK,ZVK,Savannakhet Airport,,Laos,16.556589,104.759499,
EFSA,SVL,Savonlinna Airport,,Finland,61.943062,28.945129,
PASA,SVA,Savoonga Airport,,United States,63.68639,-170.492004,
NFNS,SVU,Savusavu Airport,,Fiji,-16.803171,179.3405,
WATS,SAU,Sawu Tardamu Airport,,Indonesia,-10.492352,121.848183,
PACM,SCM,Scammon Bay Airport,,United States,61.845299,-165.570999,
TTCP,TAB,Scarborough International Airport,,Trinidad And Tobago,11.14965,-60.8321,
LOLS,QOS,Scharding Suben Airport,,Austria,48.403057,13.448161,
CYKL,YKL,Schefferville Airport,,Canada,54.805271,-66.805199,
KSCH,SCH,Schenectady County Airport,,United States,42.853489,-73.92849,
ETNS,WBG,Schleswig Jagel Airport,,Germany,54.457157,9.51221,
EDTY,QCP,Schwabisch Hall Adolf Wurth Airport,,Germany,49.118382,9.783259,
EDOP,SZW,Schwerin Parchim International Airport,,Germany,53.426991,11.78343,
YSCO,NSO,Scone Airport,,Australia,-32.038239,150.832382,
KBFF,BFF,Scottsbluff Western Nebraska Regional Airport,,United States,41.87402,-103.595001,
KSDL,SCF,Scottsdale Airport,,United States,33.619999,-111.910004,
KSCB,SCB,Scribner State Airport,,United States,41.613956,-96.630768,
KSRC,SRC,Searcy Municipal Airport,,United States,35.25,-91.73333,
KBFI,BFI,Seattle Boeing Field,,United States,47.5341,-122.305901,
KSEA,SEA,Seattle Tacoma International Airport,,United States,47.4482,-122.311203,
KSEF,SEF,Sebring Regional Airport,,United States,27.457996,-81.344421,
CAP3,YHS,Sechelt Airport,,Canada,49.460083,-123.716187,
KDMO,DMO,Sedalia Memorial Airport,,United States,38.710381,-93.1726,
KSEZ,SDX,Sedona Airport,,United States,34.848991,-111.78791,
AGGS,EGM,Seghe Airport,,Solomon Islands,-8.578487,157.87587,
EFSI,SJY,Seinajoki Airport,,Finland,62.692108,22.832319,
OYSY,GXF,Seiyun Airport,,Yemen,15.961794,48.787086,
PASK,WLK,Selawik Airport,,United States,66.602776,-159.983337,
WAWH,KSR,Selayar Islands H. Aroeppala Airport,,Indonesia,-6.178611,120.437225,
PASO,SOV,Seldovia Airport,,United States,59.442501,-151.704163,
KSEG,SEG,Selinsgrove Penn Valley Airport,,United States,40.821297,-76.864182,
KSEM,SEM,Selma Craig Field Airport,,United States,32.343941,-86.987801,
WAHS,SRG,Semarang Achmad Yani International Airport,,Indonesia,-6.97144,110.3741,
HASM,SZE,Semera Airport,,Ethiopia,11.789622,40.989609,
UASS,PLX,Semipalatinsk Semey Airport,,Kazakhstan,50.351299,80.23436,
RJSS,SDJ,Sendai Airport,,Japan,38.140244,140.913712,
RKSM,SSN,Seoul Air Base,,South Korea,37.443993,127.112686,
RKSS,GMP,Seoul Gimpo International Airport,,South Korea,37.558311,126.790497,
RKSI,ICN,Seoul Incheon International Airport,,South Korea,37.46907,126.4505,
CYZV,YZV,Sept-Iles Airport,,Canada,50.223331,-66.265503,
HTSN,SEU,Seronera Airport,,Tanzania,-2.4567,34.821545,
SNHS,SET,Serra Talhada Santa Magalhaes Airport,,Brazil,-8.062396,-38.328785,
WABO,ZRI,Serui Stevanus Rumbewas Airport,,Indonesia,-1.828632,136.063309,
FYSS,SZM,Sesriem Airport,,Namibia,-24.512403,15.746901,
DAAS,QSF,Setif Ain Arnat Airport,,Algeria,36.17812,5.324494,
UNIS,VEO,Severo-Yeniseysk Airport,,Russia,60.373924,93.012573,
KGKT,GKT,Sevierville Gatlinburg Airport,,United States,35.8578,-83.528702,
LEZL,SVQ,Seville San Pablo Airport,,Spain,37.41795,-5.892757,
PAWD,SWD,Seward Airport,,United States,60.1269,-149.419006,
SEGS,GPS,Seymour Baltra Galapagos Airport,,Ecuador,-0.45375,-90.2659,
KSER,SER,Seymour Freeman Municipal Airport,,United States,38.918369,-85.907257,
DTTX,SFA,Sfax–Thyna International Airport,,Tunisia,34.717949,10.69097,
ZWSC,QSZ,Shache Yeerqiang Airport,,China,38.244999,77.059998,
KMIT,MIT,Shafter Minter Field Airport,,United States,35.504841,-119.193481,
PAHX,SHX,Shageluk Airport,,United States,62.692299,-159.569,
OIFS,CQD,Shahrekord Airport,,Iran,32.297199,50.842201,
UTSH,RBZ,Shahrisabz Airport,,Uzbekistan,39.029762,66.777222,
OIMJ,RUD,Shahroud Airport,,Iran,36.425301,55.104198,
UHSK,EKS,Shakhtyorsk Airport,,Russia,49.189602,142.085464,
PFSH,SKK,Shaktoolik Airport,,United States,64.324165,-161.138885,
CZTM,ZTM,Shamattawa Airport,,Canada,55.858505,-92.080353,
ZSSS,SHA,Shanghai Hongqiao International Airport,,China,31.19787,121.336304,
ZSPD,PVG,Shanghai Pudong International Airport,,China,31.14337,121.805199,
ZSSR,SQD,Shangrao Sanqingshan Airport,,China,28.39212,117.961327,
ZPDQ,DIG,Shangri-La Diqing Airport,,China,27.793333,99.67733,
ZUSH,LGZ,Shannan Longzi Airport,,China,28.421705,92.344635,
EINN,SNN,Shannon Airport,,Ireland,52.701969,-8.92481,
ZGSG,HSC,Shaoguan Danxia Airport,,China,24.976419,113.421494,
ZGSY,WGN,Shaoyang Wugang Airport,,China,26.805294,110.640793,
OMSJ,SHJ,Sharjah International Airport,,United Arab Emirates,25.328569,55.517151,
HESH,SSH,Sharm el-Sheikh International Airport,,Egypt,27.97728,34.394951,
OESH,SHW,Sharurah Domestic Airport,,Saudi Arabia,17.466869,47.121429,
KSBM,SBM,Sheboygan County Memorial Airport,,United States,43.764751,-87.850708,
KSYI,SYI,Shelbyville Municipal Airport,,United States,35.560272,-86.442497,
KSHN,SHN,Shelton Sanderson Field Airport,,United States,47.233601,-123.147552,
ZHSN,HPG,Shennongjia Hongping Airport,,China,31.633612,110.338058,
ZYTX,SHE,Shenyang Taoxian International Airport,,China,41.639839,123.483398,
ZGSZ,SZX,Shenzhen Bao'an International Airport,,China,22.638775,113.803993,
YSHT,SHT,Shepparton Airport,,Australia,-36.426346,145.391998,
CYSC,YSC,Sherbrooke,,Canada,45.43861,-71.691299,
KSHR,SHR,Sheridan County Airport,,United States,44.774166,-106.977219,
KGYI,PNX,Sherman North Texas Regional Airport,,United States,33.714169,-96.673615,
ZURK,RKZ,Shigatse Peace Airport,,China,29.351944,89.309998,
ZWHZ,SHF,Shihezi Huayuan Airport,,China,44.241669,85.891113,
ZBSJ,SJW,Shijiazhuang Zhengding International Airport,,China,38.274376,114.694427,
VEBI,SHL,Shillong Airport,,India,25.704872,91.975983,
VISM,SLV,Shimla Airport,,India,31.081667,77.068054,
RORS,SHI,Shimojishima Airport,,Japan,24.82666,125.144699,
ZUAL,NGQ,Shiquanhe Ngari Gunsa Airport,,China,32.102615,80.051659,
OISS,SYZ,Shiraz International Airport,,Iran,29.53924,52.589779,
VASD,SAG,Shirdi Airport,,India,19.68861,74.378891,
HASC,SHC,Shire Airport,,Ethiopia,14.077165,38.272659,
KHWV,WSH,Shirley Brookhaven Airport,,United States,40.822418,-72.87178,
PASH,SHH,Shishmaref Airport,,United States,66.249557,-166.089005,
VOSH,RQY,Shivamogga Airport,,India,13.857514,75.616867,
ZHSY,WDS,Shiyan Wudangshan Airport,,China,32.591667,110.907776,
RJNS,FSZ,Shizuoka Airport,,Japan,34.796108,138.189407,
EGBS,QKS,Shobdon Airport,,United Kingdom,52.241524,-2.882913,
KSOW,SOW,Show Low Regional Airport,,United States,34.2654,-110.0056,
VISV,VSV,Shravasti Airport,,India,27.499878,82.032845,
KBAD,BAD,Shreveport Barksdale Air Force Base,,United States,32.501808,-93.662598,
KDTN,DTN,Shreveport Downtown Airport,,United States,32.540199,-93.745003,
KSHV,SHV,Shreveport Regional Airport,,United States,32.446609,-93.8256,
PAGH,SHG,Shungnak Airport,,United States,66.888054,-157.162506,
ZBSG,SZH,Shuozhou Zirun Airport,,China,39.474823,112.596947,
YSHR,WSY,Shute Harbour Whitsunday Airport,,Australia,-20.276066,148.754959,
UAII,CIT,Shymkent International Airport,,Kazakhstan,42.364159,69.478882,
OPST,SKT,Sialkot International Airport,,Pakistan,32.535557,74.363892,
EYSA,SQQ,Siauliai International Airport,,Lithuania,55.893879,23.39497,
LRSB,SBZ,Sibiu International Airport,,Romania,45.785789,24.091181,
WIMS,FLZ,Sibolga Ferdinand Lumban Tobing Airport,,Indonesia,1.555833,98.888885,
WIMN,DTB,Siborong-Borong Silangit Airport,,Indonesia,2.259722,98.995277,
WBGS,SBW,Sibu Airport,,Malaysia,2.261603,111.985298,
VNBW,BWA,Siddharthanagar Gautam Buddha Airport,,Nepal,27.505657,83.416466,
KSNY,SNY,Sidney Municipal Airport,,United States,41.099445,-102.982498,
KSDY,SDY,Sidney Richland Municipal Airport,,United States,47.70686,-104.192001,
EDGS,SGE,Siegen Siegerland Airport,,Germany,50.707699,8.08297,
VDSA,SAI,Siem Reap Angkor International Airport,,Cambodia,13.369334,104.223289,
VDSR,REP,Siem Reap International Airport,,Cambodia,13.41066,103.812798,
LIQS,SAY,Siena Ampugnano Airport,,Italy,43.256279,11.25503,
BISI,SIJ,Siglufjordur Airport,,Iceland,66.133331,-18.916599,
LICZ,NSY,Sigonella Airport,,Italy,37.401661,14.92235,
VDSV,KOS,Sihanoukville International Airport,,Cambodia,10.57968,103.636803,
LTCL,SXZ,Siirt Airport,,Turkey,37.978901,41.840401,
KSIK,SIK,Sikeston Memorial Airport,,United States,36.898319,-89.562042,
MMLO,BJX,Silao Del Bajio International Airport,,Mexico,20.99346,-101.480003,
VEKU,IXS,Silchar Airport,,India,24.91292,92.978737,
VNDT,SIH,Silgadi Doti Airport,,Nepal,29.26222,80.936005,
VEBD,IXB,Siliguri Bagdogra Airport,,India,26.6812,88.32856,
KSLG,SLG,Siloam Springs Smith Field Airport,,United States,36.191898,-94.489998,
KSVC,SVC,Silver City Grant County Airport,,United States,32.631943,-108.153893,
VNSI,SIF,Simara Airport,,Nepal,27.159451,84.980118,
UKFF,SIP,Simferopol International Airport,,Ukraine,45.052219,33.975128,
VNST,IMK,Simikot Airport,,Nepal,29.9711,81.818901,
WIML,LKI,Sinabang Lasikin Airport,,Indonesia,2.411152,96.327263,
EKSN,CNL,Sindal Airport,,Denmark,57.503502,10.2294,
VOSR,SDW,Sindhudurg Airport,,India,16.002501,73.531113,
WSSS,SIN,Singapore Changi Airport,,Singapore,1.350189,103.9944,
WSSL,XSP,Singapore Seletar Airport,,Singapore,1.416006,103.867081,
WIOD,SKJ,Singkawang Airport,,Indonesia,0.789695,108.960983,
YSGT,SIX,Singleton Airport,,Australia,-32.600834,151.193054,
SBSI,OPS,Sinop Airport,,Brazil,-11.878573,-55.581558,
LTCM,NOP,Sinop Airport,,Turkey,42.019608,35.074341,
TFFG,SFG,Sint Maarten Grand Case Airport,,Guadeloupe,18.100555,-63.048889,
TNCM,SXM,Sint Maarten Princess Juliana International Airport,,Netherlands,18.040951,-63.108898,
WIOS,SQG,Sintang Tebelian Airport,,Indonesia,-0.045284,111.458412,
LSGS,SIR,Sion Airport,,Switzerland,46.219292,7.326807,
KFSD,FSD,Sioux Falls Regional Airport,,United States,43.582008,-96.741898,
KSUX,SUX,Sioux Gateway Airport,,United States,42.402599,-96.3843,
CYXL,YXL,Sioux Lookout Airport,,Canada,50.11388,-91.905197,
OMBY,XSB,Sir Bani Yas Airport,,United Arab Emirates,24.283974,52.583874,
OIKY,SYJ,Sirjan Airport,,Iran,29.5509,55.672699,
LTCV,NKT,Sirnak Airport,,Turkey,37.363888,42.060001,
OIBS,SXI,Sirri Island Airport,,Iran,25.908899,54.539398,
FASS,SIS,Sishen Airport,,South Africa,-27.6486,22.999269,
BGSS,JHS,Sisimiut Airport,,Greenland,66.951279,-53.729301,
LGST,JSH,Sitia Public Airport,,Greece,35.216099,26.10132,
PASI,SIT,Sitka Rocky Gutierrez Airport,,United States,57.047131,-135.360992,
VYSW,AKY,Sittwe Airport,,Myanmar (Burma),20.1327,92.87262,
LTAR,VAS,Sivas Nuri Demirag Airport,,Turkey,39.81382,36.903488,
PAGY,SGY,Skagway Airport,,United States,59.46006,-135.315002,
YSKR,QBS,Skardon River Airport,,Australia,-11.866466,142.009842,
OPSD,KDU,Skardu Airport,,Pakistan,35.335499,75.536041,
ESNS,SFT,Skelleftea Airport,,Sweden,64.624771,21.076891,
LGSK,JSI,Skiathos Island National Airport,,Greece,39.177101,23.50367,
ENSN,SKE,Skien Airport,,Norway,59.185001,9.566944,
EKSV,SQW,Skive Airport,,Denmark,56.550201,9.17298,
LWSK,SKP,Skopje International Airport,,North Macedonia,41.96162,21.62138,
ESGR,KVB,Skovde Airport,,Sweden,58.456402,13.9727,
FASZ,SZK,Skukuza Airport,,South Africa,-24.960899,31.58873,
LGSY,SKU,Skyros Island National Airport,,Greece,38.967548,24.487221,
CYZH,YZH,Slave Lake Airport,,Canada,55.293049,-114.777,
EGCV,QKV,Sleap Airport,,United Kingdom,52.834801,-2.77025,
PASL,SLQ,Sleetmute Airport,,United States,61.705002,-157.166672,
LZSL,SLD,Sliac Airport,,Slovakia,48.637829,19.1341,
EISG,SXL,Sligo Airport,,Ireland,54.280209,-8.5992,
EPSK,QPU,Slupsk Krepa Airport,,Poland,54.409325,17.095762,
YSMP,SHU,Smith Point Airport,,Australia,-11.133768,132.160034,
CYYD,YYD,Smithers Airport,,Canada,54.824718,-127.181999,
KJNX,QSJ,Smithfield Johnston Regional Airport,,United States,35.541203,-78.390175,
CYSH,YSH,Smiths Falls Montague Airport,,Canada,44.946316,-75.939331,
YSMI,SIO,Smithton Airport,,Australia,-40.836151,145.083374,
KMQY,MQY,Smyrna Airport,,United States,36.0,-86.519997,
KSNK,SNK,Snyder Winston Field Airport,,United States,32.690289,-100.948814,
SN6L,JSO,Sobral Regional Airport,,Brazil,-3.61439,-40.230736,
URSS,AER,Sochi International Airport,,Russia,43.449921,39.956581,
KONM,ONM,Socorro Municipal Airport,,United States,34.023499,-106.900665,
OYSQ,SCT,Socotra Airport,,Yemen,12.63067,53.905769,
EFSO,SOT,Sodankyla Airport,,Finland,67.395027,26.619129,
LBSF,SOF,Sofia Vasil Levski Airport,,Bulgaria,42.69519,23.406376,
ENSG,SOG,Sogndal Airport,,Norway,61.156109,7.136614,
HESG,HMB,Sohag International Airport,,Egypt,26.339918,31.73933,
OOSH,OHS,Sohar Airport,,Oman,24.391844,56.622639,
VASL,SSE,Solapur Airport,,India,17.627665,75.934967,
PASX,SXQ,Soldotna Airport,,United States,60.474918,-151.034775,
LFKS,SOZ,Solenzara Air Base,,France,41.92622,9.405364,
YSOL,SLJ,Solomon Airport,,Australia,-22.253553,117.848686,
FLSW,SLI,Solwezi Airport,,Zambia,-12.173732,26.366537,
KSME,SME,Somerset Lake Cumberland Regional Airport,,United States,37.0532,-84.616112,
EKSB,SGD,Sonderborg Airport,,Denmark,54.964359,9.791731,
LILO,QIS,Sondrio Caiolo Airport,,Italy,46.154575,9.794713,
HTSO,SGX,Songea,,Tanzania,-10.683,35.583,
VTSH,SGZ,Songkhla Airport,,Thailand,7.18656,100.608002,
ZUJZ,JZH,Songpan Jiuzhai Huanglong Airport,,China,32.856667,103.68306,
HTGW,MBI,Songwe Airport,,Tanzania,-8.922018,33.274021,
ZYSQ,YSQ,Songyuan Chaganhu Airport,,China,44.932838,124.553658,
ENSR,SOJ,Sorkjosen Airport,,Norway,69.786827,20.95944,
SDCO,SOD,Sorocaba Airport,,Brazil,-23.478001,-47.490002,
WASS,SOQ,Sorong Dominique Edward Osok Airport,,Indonesia,-0.894167,131.288895,
HUSO,SRT,Soroti Airport,,Uganda,1.727664,33.623074,
SBSO,SMT,Sorriso Airport,,Brazil,-12.479939,-55.674873,
KSBN,SBN,South Bend Airport,,United States,41.706268,-86.316742,
MYBS,BIM,South Bimini Airport,,Bahamas,25.699881,-79.264603,
MBSC,XSC,South Caicos Airport,,Turks And Caicos Islands,21.51573,-71.528503,
YGBI,GBL,South Goulburn Island Airport,,Australia,-11.650252,133.37471,
KTVL,TVL,South Lake Tahoe Airport,,United States,38.894169,-119.994446,
PFWS,WSN,South Naknek Airport,,United States,58.703243,-157.006409,
EGHI,SOU,Southampton Airport,,United Kingdom,50.95026,-1.3568,
YSCR,SQC,Southern Cross Airport,,Australia,-31.2411,119.359398,
KSOP,SOP,Southern Pines Moore County Airport,,United States,35.23761,-79.388794,
YSPT,SHQ,Southport Airport,,Australia,-27.915001,153.373001,
KRSW,RSW,Southwest Florida International Airport,,United States,26.53616,-81.755096,
UHKM,GVN,Sovetskaya Gavan May-Gatka Airport,,Russia,48.925301,140.036697,
USHS,OVS,Sovetsky Airport,,Russia,61.32,63.604401,
FNSO,SZA,Soyo Airport,,Angola,-6.14108,12.37176,
ETAD,SPM,Spangdahlem Air Base,,Germany,49.976028,6.697822,
KSPK,QNK,Spanish Fork Municipal Airport,,United States,40.143215,-111.665215,
KSAR,SAR,Sparta Community Hunter Field Airport,,United States,38.149311,-89.699493,
KSPA,SPA,Spartanburg Downtown Memorial Airport,,United States,34.916687,-81.95549,
KSPF,SPF,Spearfish Black Hills Airport,,United States,44.480278,-103.783058,
KSPW,SPW,Spencer Municipal Airport,,United States,43.163891,-95.200836,
EDRY,QCS,Speyer Airport,,Germany,49.303154,8.452496,
KSUS,SUS,Spirit of St. Louis Airport,,United States,38.66,-90.650002,
LDSP,SPU,Split Airport,,Croatia,43.53894,16.29796,
KSKA,SKA,Spokane Fairchild Air Force Base,,United States,47.615051,-117.654999,
KSFF,SFF,Spokane Felts Field,,United States,47.682812,-117.321999,
KGEG,GEG,Spokane International Airport,,United States,47.616913,-117.53978,
MYAP,AXP,Spring Point Airport,,Bahamas,22.44182,-73.970802,
KASG,SPZ,Springdale Municipal Airport,,United States,36.176388,-94.119164,
KSPI,SPI,Springfield Abraham Lincoln Capital Airport,,United States,39.844101,-89.677803,
KSGH,SGH,Springfield Beckley Municipal Airport,,United States,39.840279,-83.840279,
KSGF,SGF,Springfield Branson National Airport,,United States,37.245659,-93.388603,
KCEF,CEF,Springfield Westover Metropolitan Airport,,United States,42.194012,-72.534698,
UESK,SEK,Srednekolymsk Airport,,Russia,67.479218,153.735001,
VISR,SXR,Srinagar Airport,,India,33.987129,74.774246,
YSGE,SGO,St George Airport,,Australia,-28.053333,148.593887,
LFLN,SYT,St-Yan Airport,,France,46.412498,4.01326,
CYAY,YAY,St. Anthony Airport,,Canada,51.391941,-56.083,
EGSY,DGX,St. Athan Airport,,United Kingdom,51.404106,-3.439235,
KSGJ,UST,St. Augustine Northeast Florida Regional Airport,,United States,29.959324,-81.337852,
CYSN,YCM,St. Catharines Niagara District Airport,,Canada,43.1917,-79.1717,
HESC,SKV,St. Catherine International Airport,,Egypt,28.682993,34.064796,
KSTC,STC,St. Cloud Regional Airport,,United States,45.546665,-94.059998,
TISX,STX,St. Croix Henry E. Rohlsen Airport,,Virgin Islands Us,17.70155,-64.801697,
LSZR,ACH,St. Gallen Altenrhein Airport,,Switzerland,47.485031,9.560775,
PAPB,STG,St. George Island Airport,,United States,56.575466,-169.664078,
KSGU,SGU,St. George Regional Airport,,United States,37.029999,-113.510002,
YSTH,HLS,St. Helens Airport,,Australia,-41.337746,148.284515,
CYJN,YJN,St. Jean Airport,,Canada,45.295284,-73.280861,
TFFJ,SBH,St. Jean Gustaf III Airport,,Guadeloupe,17.90444,-62.843601,
CYYT,YYT,St. John's International Airport,,Canada,47.61861,-52.7519,
KCPS,CPS,St. Louis Downtown Airport,,United States,38.573383,-90.146217,
KSTL,STL,St. Louis Lambert International Airport,,United States,38.748692,-90.370003,
PASM,KSM,St. Mary's Airport,,United States,62.060001,-163.300003,
PAMK,SMK,St. Michael Airport,,United States,63.490002,-162.110275,
LSZS,SMV,St. Moritz Samedan Airport,,Switzerland,46.534069,9.884106,
KSTP,STP,St. Paul Downtown Airport,,United States,44.933334,-93.066666,
PASN,SNP,St. Paul Island Airport,,United States,57.167332,-170.220001,
KSPG,SPG,St. Petersburg Albert Whitted Airport,,United States,27.767256,-82.62484,
KPIE,PIE,St. Petersburg Clearwater International Airport,,United States,27.91,-82.687401,
ULLI,LED,St. Petersburg Pulkovo Airport,,Russia,59.800289,30.262501,
LSTS,QYN,St. Stephan Airport,,Switzerland,46.498852,7.410307,
CYST,YST,St. Theresa Point Airport,,Canada,53.84,-94.849998,
TIST,STT,St. Thomas Cyril E. King Airport,,Virgin Islands Us,18.337299,-64.973297,
CYQS,YQS,St. Thomas Municipal Airport,,Canada,42.773056,-81.105995,
EDLS,QEV,Stadtlohn Vreden Airport,,Germany,51.995277,6.843333,
KRMN,QDS,Stafford Regional Airport,,United States,38.396832,-77.454086,
MYES,TYM,Staniel Cay Airport,,Bahamas,24.1691,-76.439102,
SFAL,PSY,Stanley Airport,,Falkland Islands (Malvinas),-51.685699,-57.777599,
YSPE,SNH,Stanthorpe Airport,,Australia,-28.620092,151.98111,
EGSG,QGS,Stapleford Airport,,United Kingdom,51.654594,0.158465,
KSTF,QNT,Starkville George M. Bryan Airport,,United States,33.434425,-88.848625,
KUNV,SCE,State College Regional Airport,,United States,40.84927,-77.848602,
KTBR,TBR,Statesboro Bulloch County Airport,,United States,32.4827,-81.7369,
KSVH,SVH,Statesville Regional Airport,,United States,35.765121,-80.951424,
EKVJ,STA,Stauning Airport,,Denmark,55.99012,8.353906,
KSHD,SHD,Staunton Shenandoah Valley Regional Airport,,United States,38.263889,-78.896667,
ENZV,SVG,Stavanger Sola Airport,,Norway,58.87677,5.637856,
URMT,STW,Stavropol Shpakovskoye Airport,,Russia,45.109161,42.11277,
YSWL,SWC,Stawell Airport,,Australia,-37.071102,142.741486,
KSBS,SBS,Steamboat Springs Airport,,United States,40.516666,-106.862503,
KWBB,WBB,Stebbins Airport,,United States,63.515984,-162.27803,
MYLS,SML,Stella Maris Airport,,Bahamas,23.58144,-75.270401,
EDOV,QCJ,Stendal Borstel Airport,,Germany,52.629208,11.820399,
KSEP,SEP,Stephenville Clark Regional Airport,,United States,32.21574,-98.177963,
CYJT,YJT,Stephenville International Airport,,Canada,48.544159,-58.5499,
KSQI,SQI,Sterling Whiteside County Airport,,United States,41.740002,-89.680832,
KSTE,STE,Stevens Point Municipal Airport,,United States,44.545277,-89.53083,
KSWO,SWO,Stillwater Regional Airport,,United States,36.15889,-97.085556,
LOAU,QOU,Stockerau Airport,,Austria,48.409042,16.190479,
ESSA,ARN,Stockholm Arlanda Airport,,Sweden,59.653545,17.939816,
ESSB,BMA,Stockholm Bromma Airport,,Sweden,59.35437,17.94165,
ESKN,NYO,Stockholm Skavsta Airport,,Sweden,58.788631,16.91218,
ESOW,VST,Stockholm Vasteras Hasslo Airport,,Sweden,59.589439,16.63361,
KSCK,SCK,Stockton Metropolitan Airport,,United States,37.894161,-121.237999,
ENSK,SKN,Stokmarknes Skagen Airport,,Norway,68.580833,15.02611,
CYSF,YSF,Stony Rapids Airport,,Canada,59.25,-105.841003,
ENSO,SRP,Stord Sorstokken Airport,,Norway,59.79192,5.34085,
KSLB,SLB,Storm Lake Municipal Airport,,United States,42.601662,-95.241089,
EGPO,SYY,Stornoway Airport,,United Kingdom,58.215549,-6.33111,
YSRN,SRN,Strahan Airport,,Australia,-42.154999,145.292007,
EDBH,BBH,Stralsund Barth Airport,,Germany,54.338089,12.714172,
LFST,SXB,Strasbourg Airport,,France,48.538326,7.628381,
EDMS,RBM,Straubing Wallmuehle Airport,,Germany,48.900833,12.516667,
EDAY,QES,Strausberg Airport,,Germany,52.580013,13.915923,
YKBY,KBY,Streaky Bay Airport,,Australia,-32.836086,134.292313,
UNSS,SWT,Strezhevoy Airport,,Russia,60.7094,77.660004,
EGER,SOY,Stronsay Airport,,United Kingdom,59.154053,-2.640495,
KSUA,SUA,Stuart Witham Field Airport,,United States,27.182892,-80.22168,
KSUE,SUE,Sturgeon Bay Door County Cherryland Airport,,United States,44.843887,-87.421387,
KIRS,IRS,Sturgis Kirsch Municipal Airport,,United States,41.811413,-85.440887,
EDDS,STR,Stuttgart Airport,,Germany,48.689869,9.221964,
KSGT,SGT,Stuttgart Municipal Airport,,United States,34.596127,-91.578819,
WPDB,UAI,Suai Airport,,Timor-Leste (East Timor),-9.30331,125.287003,
AGGV,VAO,Suavanao Airport,,Solomon Islands,-7.585496,158.731049,
RPLB,SFS,Subic Bay International Airport,,Philippines,14.79416,120.270836,
LRSV,SCV,Suceava International Airport,,Romania,47.6875,26.35405,
SLAL,SRE,Sucre Alcantari International Airport,,Bolivia,-19.246836,-65.149612,
CYSB,YSB,Sudbury Airport,,Canada,46.625,-80.798798,
VTPO,THS,Sukhothai Airport,,Thailand,17.223057,99.82222,
OPSK,SKZ,Sukkur Airport,,Pakistan,27.721979,68.791679,
ORSU,ISU,Sulaimaniyah International Airport,,Iraq,35.560799,45.314716,
KSIV,SIV,Sullivan County Airport,,United States,39.11425,-87.448326,
KSLR,SLR,Sulphur Springs Airport,,United States,33.160034,-95.621101,
WADS,SWQ,Sumbawa Besar Airport,,Indonesia,-8.489621,117.41217,
EGPB,LSI,Sumburgh Airport,,United Kingdom,59.87888,-1.29555,
WART,SUP,Sumenep Trunojoyo Airport,,Indonesia,-7.0242,113.890228,
CJV7,SUR,Summer Beaver Airport,,Canada,52.715279,-88.547501,
PAST,UMM,Summit Airport,,United States,63.331501,-149.126999,
KSMS,SUM,Sumter Airport,,United States,33.993317,-80.361992,
KSSC,SSC,Sumter Shaw Air Force Base,,United States,33.97324,-80.471924,
FAPN,NTY,Sun City Pilanesberg International Airport,,South Africa,-25.333799,27.173349,
SAFS,NCJ,Sunchales Airport,,Argentina,-30.957075,-61.527603,
ESNN,SDL,Sundsvall Timra Airport,,Sweden,62.528118,17.44392,
YSRD,QBQ,Sunrise Dam Airport,,Australia,-29.100266,122.453911,
YBSU,MCY,Sunshine Coast Airport,,Australia,-26.6033,153.091095,
UENS,SUY,Suntar Airport,,Russia,62.184723,117.636108,
DGSN,NYI,Sunyani Airport,,Ghana,7.361849,-2.328739,
KSUW,SUW,Superior Richard I Bong Airport,,United States,46.691113,-92.103333,
WARR,SUB,Surabaya Juanda International Airport,,Indonesia,-7.37983,112.786797,
WAHQ,SOC,Surakarta Adisumarmo International Airport,,Indonesia,-7.51608,110.756798,
VASU,STV,Surat International Airport,,India,21.114059,72.741791,
VTSB,URT,Surat Thani Airport,,Thailand,9.132603,99.135582,
USRR,SGC,Surgut International Airport,,Russia,61.343689,73.40184,
RPMS,SUG,Surigao Airport,,Philippines,9.760528,125.481812,
VNSK,SKH,Surkhet Airport,,Nepal,28.586,81.636002,
KSVE,SVE,Susanville Municipal Airport,,United States,40.375557,-120.572777,
EPSU,QPH,Suwalki Airport,,Poland,54.074154,22.89422,
RKSW,SWU,Suwon Air Base,,South Korea,37.239262,127.007088,
